index,failure_probability,ml_prediction,expert_score,final_status
57,0.6372243762016296,0,2,NORMAL
58,0.6051124930381775,0,2,NORMAL
59,0.916759729385376,1,8,WARNING
60,0.7659910917282104,1,5,WARNING
61,0.8799793124198914,1,5,WARNING
62,0.9793519973754883,1,14,HIGH RISK
63,0.004447254352271557,0,4,WARNING
64,0.5722168684005737,0,2,NORMAL
65,0.5914873480796814,0,2,NORMAL
66,0.5460733771324158,0,4,WARNING
67,0.7162862420082092,1,5,WARNING
68,0.9710435271263123,1,17,HIGH RISK
69,0.4558439552783966,0,8,WARNING
70,0.5622580051422119,0,5,WARNING
71,0.904617428779602,1,7,WARNING
72,0.6402470469474792,0,9,WARNING
73,0.7412618398666382,1,5,WARNING
74,0.6366490125656128,0,2,NORMAL
75,0.608040988445282,0,2,NORMAL
76,0.8570189476013184,1,5,WARNING
77,0.9777225255966187,1,14,HIGH RISK
78,0.0004985922132618725,0,7,WARNING
79,0.10005833208560944,0,2,NORMAL
80,3.774237120524049e-05,0,1,NORMAL
81,3.760573599720374e-05,0,1,NORMAL
82,1.4893531442794483e-05,0,3,NORMAL
83,1.970907578652259e-05,0,1,NORMAL
84,3.385318268556148e-05,0,3,NORMAL
85,2.505130396457389e-05,0,1,NORMAL
86,5.085267184767872e-05,0,2,NORMAL
87,3.401829599170014e-05,0,6,WARNING
88,3.674447725643404e-05,0,4,WARNING
89,1.706745388219133e-05,0,1,NORMAL
90,1.4006515812070575e-05,0,1,NORMAL
91,6.052885146345943e-05,0,12,HIGH RISK
92,2.1409985492937267e-05,0,5,WARNING
93,2.8589092835318297e-05,0,2,NORMAL
94,2.0900215531582944e-05,0,3,NORMAL
95,3.037581336684525e-05,0,8,WARNING
96,2.454905006743502e-05,0,1,NORMAL
97,1.7392774680047296e-05,0,1,NORMAL
98,3.3365085982950404e-05,0,6,WARNING
99,7.699221168877557e-05,0,6,WARNING
100,1.3457089153234847e-05,0,9,WARNING
101,1.5080690900504123e-05,0,4,WARNING
102,3.600563286454417e-05,0,1,NORMAL
103,5.0910897698486224e-05,0,3,NORMAL
104,2.5254979846067727e-05,0,4,WARNING
105,8.143960440065712e-05,0,5,WARNING
106,5.0866590754594654e-05,0,2,NORMAL
107,4.6536708396160975e-05,0,1,NORMAL
108,4.563477705232799e-05,0,1,NORMAL
109,5.990089266560972e-05,0,3,NORMAL
110,5.724750735680573e-05,0,2,NORMAL
111,7.606932194903493e-05,0,1,NORMAL
112,4.7178597014863044e-05,0,3,NORMAL
113,5.6974375183926895e-05,0,2,NORMAL
114,6.400315760402009e-05,0,2,NORMAL
115,0.0002541060093790293,0,1,NORMAL
116,6.603154906770214e-05,0,3,NORMAL
117,0.00016559197683818638,0,2,NORMAL
118,5.971502105239779e-05,0,2,NORMAL
119,0.00011445499694673344,0,3,NORMAL
120,7.788982475176454e-05,0,5,WARNING
121,7.204277790151536e-05,0,5,WARNING
122,0.00010641983681125566,0,2,NORMAL
123,4.9897204007720575e-05,0,1,NORMAL
124,0.00011100392293883488,0,10,WARNING
125,0.00012604560470208526,0,8,WARNING
126,0.00014815881149843335,0,12,HIGH RISK
127,8.094177610473707e-05,0,5,WARNING
128,9.926975326379761e-05,0,6,WARNING
129,4.0879021980799735e-05,0,3,NORMAL
130,7.971100421855226e-05,0,1,NORMAL
131,0.000121267992653884,0,5,WARNING
132,0.00020383685478009284,0,5,WARNING
133,0.00011415852350182831,0,2,NORMAL
134,0.00029296393040567636,0,1,NORMAL
135,0.00012820436677429825,0,5,WARNING
136,0.00013770385703537613,0,2,NORMAL
137,0.00024025658785831183,0,11,WARNING
138,0.0005193132674321532,0,5,WARNING
139,0.0005321843782439828,0,1,NORMAL
140,0.0005093479994684458,0,2,NORMAL
141,0.0005415520281530917,0,6,WARNING
142,0.0006691696471534669,0,2,NORMAL
143,0.000691871449816972,0,3,NORMAL
144,0.0008282593917101622,0,1,NORMAL
145,0.0004469113773666322,0,2,NORMAL
146,0.0007333516841754317,0,2,NORMAL
147,0.0004083460953552276,0,2,NORMAL
148,0.0006605047383345664,0,4,WARNING
149,0.003497319296002388,0,11,WARNING
150,0.0015326045686379075,0,5,WARNING
151,0.000553080637473613,0,8,WARNING
152,0.0007548335124738514,0,3,NORMAL
153,0.0006173657020553946,0,2,NORMAL
154,0.0006836876855231822,0,3,NORMAL
155,0.0010249384213238955,0,3,NORMAL
156,0.009590351954102516,0,1,NORMAL
157,0.037007544189691544,0,9,WARNING
158,0.015038800425827503,0,6,WARNING
159,0.00140759174246341,0,7,WARNING
160,0.00019018670718651265,0,2,NORMAL
161,7.191325130406767e-05,0,4,WARNING
162,0.00013326527550816536,0,4,WARNING
163,0.00011013976472895592,0,1,NORMAL
164,0.00014500693941954523,0,4,WARNING
165,0.00015270848234649748,0,5,WARNING
166,0.00016117730410769582,0,0,NORMAL
167,0.00015304259432014078,0,0,NORMAL
168,7.485800597351044e-05,0,1,NORMAL
169,7.868556713219732e-05,0,0,NORMAL
170,9.70123874139972e-05,0,4,WARNING
171,0.00011697856098180637,0,0,NORMAL
172,0.0001867627870524302,0,2,NORMAL
173,0.00015717558562755585,0,4,WARNING
174,6.441296136472374e-05,0,0,NORMAL
175,0.00010485058010090142,0,0,NORMAL
176,0.00013266898167785257,0,0,NORMAL
177,0.00014166548498906195,0,4,WARNING
178,0.0001490159920649603,0,4,WARNING
179,0.0001582417608005926,0,3,NORMAL
180,0.0001414144498994574,0,3,NORMAL
181,5.7548990298528224e-05,0,8,WARNING
182,8.351809810847044e-05,0,2,NORMAL
183,0.0002385537518421188,0,2,NORMAL
184,8.487609011353925e-05,0,3,NORMAL
185,0.00012745097046718001,0,4,WARNING
186,0.00012874782260041684,0,0,NORMAL
187,0.00014654653205070645,0,0,NORMAL
188,0.000263674883171916,0,0,NORMAL
189,0.00036503313458524644,0,8,WARNING
190,0.0004823335912078619,0,2,NORMAL
191,0.00035789457615464926,0,1,NORMAL
192,0.0003306762664578855,0,1,NORMAL
193,0.0002879026287700981,0,1,NORMAL
194,0.0005435518105514348,0,0,NORMAL
195,0.0002927950117737055,0,6,WARNING
196,0.00031097614555619657,0,2,NORMAL
197,0.0004378145094960928,0,1,NORMAL
198,0.00019905137014575303,0,1,NORMAL
199,0.0003234889009036124,0,0,NORMAL
200,0.0003693527542054653,0,0,NORMAL
201,0.00044250331120565534,0,3,NORMAL
202,0.0005709934630431235,0,2,NORMAL
203,0.000493628263939172,0,1,NORMAL
204,0.00036153040127828717,0,0,NORMAL
205,0.00029579715919680893,0,0,NORMAL
206,0.0002800624642986804,0,0,NORMAL
207,0.00033040367998182774,0,1,NORMAL
208,0.0003920950402971357,0,4,WARNING
209,0.0005385279073379934,0,1,NORMAL
210,0.00041880164644680917,0,3,NORMAL
211,0.000646264583338052,0,2,NORMAL
212,0.00033949027420021594,0,3,NORMAL
213,0.0005913230124861002,0,2,NORMAL
214,0.000519808498211205,0,7,WARNING
215,0.000775793450884521,0,2,NORMAL
216,0.0011225363705307245,0,1,NORMAL
217,0.0007797612925060093,0,2,NORMAL
218,0.0011585431639105082,0,4,WARNING
219,0.0006216667825356126,0,5,WARNING
220,0.0018538965377956629,0,2,NORMAL
221,0.0006545842625200748,0,1,NORMAL
222,0.001470221090130508,0,0,NORMAL
223,0.0007322276942431927,0,1,NORMAL
224,0.0020341528579592705,0,3,NORMAL
225,0.005372025538235903,0,10,WARNING
226,0.0039217653684318066,0,9,WARNING
227,0.002305535366758704,0,2,NORMAL
228,0.0015330578899011016,0,0,NORMAL
229,0.0008363951346836984,0,6,WARNING
230,0.000499954738188535,0,3,NORMAL
231,0.000917891797143966,0,2,NORMAL
232,0.0012584739597514272,0,1,NORMAL
233,0.0017427788116037846,0,0,NORMAL
234,0.0010203593410551548,0,1,NORMAL
235,0.0008073954959399998,0,4,WARNING
236,0.0013055986491963267,0,2,NORMAL
237,0.0006037666462361813,0,0,NORMAL
238,0.0006947423098608851,0,3,NORMAL
239,0.00041138389497064054,0,4,WARNING
240,0.01687479019165039,0,13,HIGH RISK
241,0.0008330401033163071,0,8,WARNING
242,0.005133650731295347,0,11,WARNING
243,0.0012966871727257967,0,6,WARNING
244,0.0007788983057253063,0,4,WARNING
245,0.0009170412668026984,0,5,WARNING
246,0.0024439471308141947,0,5,WARNING
247,0.0015800069086253643,0,5,WARNING
248,0.0038017048500478268,0,7,WARNING
249,0.002891052979975939,0,5,WARNING
250,0.0025201281532645226,0,4,WARNING
251,0.0006649541319347918,0,6,WARNING
252,0.025217330083251,0,15,HIGH RISK
253,0.004726334474980831,0,9,WARNING
254,0.009595684707164764,0,4,WARNING
255,0.01727384142577648,0,5,WARNING
256,0.027015719562768936,0,5,WARNING
257,0.23471108078956604,0,11,WARNING
258,0.31409335136413574,0,8,WARNING
259,0.2984405755996704,0,5,WARNING
260,0.2894687354564667,0,7,WARNING
261,0.31185269355773926,0,4,WARNING
262,0.8143253326416016,1,13,HIGH RISK
263,0.01083142776042223,0,11,WARNING
264,0.01247840654104948,0,11,WARNING
265,0.012354601174592972,0,7,WARNING
266,0.6740201711654663,1,11,WARNING
267,0.9423477053642273,1,18,CRITICAL
268,0.9071864485740662,1,14,HIGH RISK
269,0.5904465317726135,0,11,WARNING
270,0.6546722650527954,1,10,WARNING
271,0.6616817712783813,1,10,WARNING
272,0.9705459475517273,1,21,CRITICAL
273,0.44627225399017334,0,11,WARNING
274,0.9754790663719177,1,15,HIGH RISK
275,0.5028949975967407,0,10,WARNING
276,0.667447566986084,1,10,WARNING
277,0.8991124629974365,1,10,WARNING
278,0.6379681825637817,0,7,WARNING
279,0.739005982875824,1,9,WARNING
280,0.49381911754608154,0,7,WARNING
281,0.8360266089439392,1,10,WARNING
282,0.9702784419059753,1,14,HIGH RISK
283,0.007798679638653994,0,9,WARNING
284,0.8266937732696533,1,8,WARNING
285,0.8044413328170776,1,11,WARNING
286,0.5662928223609924,0,7,WARNING
287,0.61553955078125,0,10,WARNING
288,0.9624617695808411,1,14,HIGH RISK
289,0.005243462976068258,0,7,WARNING
290,0.41872525215148926,0,8,WARNING
291,0.5506033301353455,0,6,WARNING
292,0.7072435617446899,1,9,WARNING
293,0.5826936364173889,0,8,WARNING
294,0.6420522332191467,0,8,WARNING
295,0.607816755771637,0,10,WARNING
296,0.8014281988143921,1,8,WARNING
297,0.8610606789588928,1,10,WARNING
298,0.6877095103263855,1,10,WARNING
299,0.7844997644424438,1,11,WARNING
300,0.9797093868255615,1,20,CRITICAL
301,0.0024816037621349096,0,10,WARNING
302,0.9822534918785095,1,16,HIGH RISK
303,0.004495903383940458,0,6,WARNING
304,0.784153938293457,1,8,WARNING
305,0.6607240438461304,1,9,WARNING
306,0.9256678819656372,1,15,HIGH RISK
307,0.9749723076820374,1,13,HIGH RISK
308,0.010821275413036346,0,7,WARNING
309,0.9685962200164795,1,20,CRITICAL
310,0.015823522582650185,0,12,HIGH RISK
311,0.00524258054792881,0,13,HIGH RISK
312,0.6699838638305664,1,13,HIGH RISK
313,0.7777037620544434,1,9,WARNING
314,0.951479434967041,1,21,CRITICAL
315,0.0021080481819808483,0,13,HIGH RISK
316,0.0034246547147631645,0,7,WARNING
317,0.38130590319633484,0,8,WARNING
318,0.10253480076789856,0,6,WARNING
319,0.6251451969146729,0,17,HIGH RISK
320,2.4326140191988088e-05,0,5,WARNING
321,3.771070987568237e-05,0,4,WARNING
322,3.888929131790064e-05,0,5,WARNING
323,9.157736349152401e-05,0,12,HIGH RISK
324,3.4804870665539056e-05,0,7,WARNING
325,2.2152818928589113e-05,0,5,WARNING
326,6.351646334223915e-06,0,4,WARNING
327,1.1098150935140438e-05,0,1,NORMAL
328,1.7147132894024253e-05,0,3,NORMAL
329,8.002120921446476e-06,0,6,WARNING
330,1.0660418411134742e-05,0,5,WARNING
331,3.6352997994981706e-05,0,11,WARNING
332,2.0218230929458514e-05,0,2,NORMAL
333,5.1976450777146965e-05,0,13,HIGH RISK
334,5.4451447795145214e-05,0,10,WARNING
335,3.2518473744858056e-05,0,4,WARNING
336,3.453666067798622e-05,0,6,WARNING
337,0.00010166376159759238,0,6,WARNING
338,0.000161987409228459,0,7,WARNING
339,0.0001945857220562175,0,4,WARNING
340,0.00019989526481367648,0,3,NORMAL
341,0.00012252050510141999,0,2,NORMAL
342,0.00017279037274420261,0,2,NORMAL
343,6.210833817021921e-05,0,6,WARNING
344,4.768491999129765e-05,0,4,WARNING
345,7.596167415613309e-05,0,6,WARNING
346,8.780197822488844e-05,0,4,WARNING
347,9.995528671424836e-05,0,10,WARNING
348,8.302711648866534e-05,0,5,WARNING
349,9.320839308202267e-05,0,7,WARNING
350,0.00021786802972201258,0,4,WARNING
351,0.00022418091248255223,0,3,NORMAL
352,0.0010437623132020235,0,9,WARNING
353,0.005409972742199898,0,7,WARNING
354,0.0037521200720220804,0,6,WARNING
355,0.00995769165456295,0,3,NORMAL
356,0.002846507588401437,0,3,NORMAL
357,0.00483898026868701,0,5,WARNING
358,0.004650516901165247,0,2,NORMAL
359,0.0018824662547558546,0,4,WARNING
360,0.00651331664994359,0,2,NORMAL
361,0.00449824333190918,0,3,NORMAL
362,0.0031326012685894966,0,1,NORMAL
363,0.022016458213329315,0,7,WARNING
364,0.009709677658975124,0,4,WARNING
365,0.0012361552799120545,0,7,WARNING
366,0.04230450466275215,0,12,HIGH RISK
367,0.007155518513172865,0,8,WARNING
368,0.020738596096634865,0,3,NORMAL
369,0.0048103779554367065,0,4,WARNING
370,0.03580645099282265,0,4,WARNING
371,0.14594607055187225,0,8,WARNING
372,0.015237806364893913,0,6,WARNING
373,0.0594288595020771,0,4,WARNING
374,0.09466329962015152,0,7,WARNING
375,0.02427748590707779,0,5,WARNING
376,0.031981974840164185,0,3,NORMAL
377,0.060979779809713364,0,3,NORMAL
378,0.043331362307071686,0,5,WARNING
379,0.060867082327604294,0,3,NORMAL
380,0.15351590514183044,0,14,HIGH RISK
381,0.045310091227293015,0,5,WARNING
382,0.18899571895599365,0,3,NORMAL
383,0.16121749579906464,0,5,WARNING
384,0.08369883894920349,0,3,NORMAL
385,0.10217443853616714,0,2,NORMAL
386,0.130415141582489,0,2,NORMAL
387,0.1165115237236023,0,3,NORMAL
388,0.13292208313941956,0,3,NORMAL
389,0.07245960086584091,0,7,WARNING
390,0.12135177105665207,0,5,WARNING
391,0.07056136429309845,0,3,NORMAL
392,0.023793382570147514,0,3,NORMAL
393,0.05008373782038689,0,6,WARNING
394,0.05956108495593071,0,2,NORMAL
395,0.07707472890615463,0,3,NORMAL
396,0.05242113023996353,0,2,NORMAL
397,0.0629575252532959,0,2,NORMAL
398,0.016298845410346985,0,5,WARNING
399,0.011955216526985168,0,2,NORMAL
400,2.8372731321724132e-05,0,4,WARNING
401,1.576000067871064e-05,0,0,NORMAL
402,1.020798026729608e-05,0,1,NORMAL
403,6.700316134811146e-06,0,4,WARNING
404,1.1052986337745097e-05,0,0,NORMAL
405,1.1059744792873971e-05,0,2,NORMAL
406,3.386871321708895e-05,0,5,WARNING
407,2.4163067791960202e-05,0,0,NORMAL
408,1.3055695490038488e-05,0,1,NORMAL
409,1.3622871847474016e-05,0,0,NORMAL
410,5.6304661484318785e-06,0,3,NORMAL
411,1.790802889445331e-05,0,3,NORMAL
412,1.334886565018678e-05,0,1,NORMAL
413,8.358823833987117e-06,0,2,NORMAL
414,1.3094773748889565e-05,0,0,NORMAL
415,1.722155138850212e-05,0,0,NORMAL
416,5.946552846580744e-06,0,5,WARNING
417,1.008583240036387e-05,0,1,NORMAL
418,1.2619239896594081e-05,0,4,WARNING
419,5.445502210932318e-06,0,4,WARNING
420,1.1193196769454516e-05,0,2,NORMAL
421,5.11916960022063e-06,0,2,NORMAL
422,9.865962056210265e-06,0,1,NORMAL
423,3.0347553547471762e-05,0,10,WARNING
424,1.9684357539517805e-05,0,2,NORMAL
425,1.1454490959295072e-05,0,3,NORMAL
426,2.4016293536988087e-05,0,2,NORMAL
427,2.4755650883889757e-05,0,1,NORMAL
428,2.300574124092236e-05,0,1,NORMAL
429,0.0001212316783494316,0,0,NORMAL
430,9.429391866433434e-06,0,3,NORMAL
431,1.4058774468139745e-05,0,3,NORMAL
432,4.6303728595376015e-05,0,1,NORMAL
433,3.108266901108436e-05,0,2,NORMAL
434,5.079252878203988e-05,0,0,NORMAL
435,4.49329600087367e-05,0,0,NORMAL
436,1.6984742615022697e-05,0,1,NORMAL
437,4.824717325391248e-05,0,0,NORMAL
438,2.5134673705906607e-05,0,1,NORMAL
439,1.8780776372295804e-05,0,0,NORMAL
440,6.081095853005536e-05,0,10,WARNING
441,7.517272024415433e-06,0,5,WARNING
442,2.8166115953354165e-05,0,0,NORMAL
443,3.7753095966763794e-05,0,1,NORMAL
444,2.1552976249950007e-05,0,0,NORMAL
445,1.5198171240626834e-05,0,1,NORMAL
446,3.238512363168411e-05,0,2,NORMAL
447,2.8838358048233204e-05,0,1,NORMAL
448,4.317893399274908e-05,0,1,NORMAL
449,1.8884944438468665e-05,0,3,NORMAL
450,6.150420813355595e-05,0,0,NORMAL
451,1.4933865713828709e-05,0,1,NORMAL
452,2.647796463861596e-05,0,1,NORMAL
453,5.291881461744197e-05,0,1,NORMAL
454,3.190114875906147e-05,0,5,WARNING
455,4.7019508201628923e-05,0,2,NORMAL
456,3.169153205817565e-05,0,0,NORMAL
457,5.3013722208561376e-05,0,0,NORMAL
458,3.6379318771651015e-05,0,3,NORMAL
459,1.6544387108297087e-05,0,1,NORMAL
460,4.989101944374852e-05,0,1,NORMAL
461,7.992481550900266e-05,0,11,WARNING
462,2.9041175366728567e-05,0,6,WARNING
463,1.618302849237807e-05,0,0,NORMAL
464,6.051280433894135e-05,0,8,WARNING
465,5.861797762918286e-05,0,5,WARNING
466,5.3799652960151434e-05,0,0,NORMAL
467,3.504032429191284e-05,0,0,NORMAL
468,0.00011793281009886414,0,2,NORMAL
469,8.990787318907678e-05,0,1,NORMAL
470,2.373451025050599e-05,0,5,WARNING
471,2.1387373635661788e-05,0,0,NORMAL
472,2.0538085664156824e-05,0,3,NORMAL
473,1.9598979633883573e-05,0,4,WARNING
474,1.5093510228325613e-05,0,5,WARNING
475,1.0223450772173237e-05,0,0,NORMAL
476,5.2700797823490575e-05,0,1,NORMAL
477,3.1523908546660095e-05,0,0,NORMAL
478,2.945144115074072e-05,0,5,WARNING
479,2.71698554570321e-05,0,3,NORMAL
480,0.0009505352936685085,0,2,NORMAL
481,0.0032818191684782505,0,5,WARNING
482,0.0012602221686393023,0,4,WARNING
483,0.00124841439537704,0,5,WARNING
484,0.0010940732900053263,0,2,NORMAL
485,0.0012451237998902798,0,6,WARNING
486,0.005096348002552986,0,3,NORMAL
487,0.0009737696964293718,0,2,NORMAL
488,0.0018446204485371709,0,3,NORMAL
489,0.002308863215148449,0,2,NORMAL
490,0.0006767858285456896,0,3,NORMAL
491,0.0007239739061333239,0,3,NORMAL
492,0.0018405731534585357,0,2,NORMAL
493,0.005644597578793764,0,5,WARNING
494,0.00248823338188231,0,2,NORMAL
495,0.0025126393884420395,0,5,WARNING
496,0.003252703230828047,0,5,WARNING
497,0.0033130948431789875,0,1,NORMAL
498,0.0034477091394364834,0,4,WARNING
499,0.005244214553385973,0,1,NORMAL
500,0.0031051579862833023,0,3,NORMAL
501,0.002337854588404298,0,2,NORMAL
502,0.0018067206256091595,0,2,NORMAL
503,0.0012261010706424713,0,4,WARNING
504,0.004538912326097488,0,2,NORMAL
505,0.00180949701461941,0,2,NORMAL
506,0.0029318027663975954,0,1,NORMAL
507,0.0024053817614912987,0,4,WARNING
508,0.003057690104469657,0,5,WARNING
509,0.0019229742465540767,0,5,WARNING
510,0.003827927866950631,0,1,NORMAL
511,0.006829033140093088,0,1,NORMAL
512,0.003419151995331049,0,6,WARNING
513,0.006124354433268309,0,3,NORMAL
514,0.0015084085753187537,0,3,NORMAL
515,0.0022364992182701826,0,1,NORMAL
516,0.003791032824665308,0,1,NORMAL
517,0.002731837099418044,0,1,NORMAL
518,0.006216927897185087,0,2,NORMAL
519,0.0070098997093737125,0,2,NORMAL
520,0.002016747836023569,0,2,NORMAL
521,0.0055017052218317986,0,1,NORMAL
522,0.004396911710500717,0,3,NORMAL
523,0.0018354285275563598,0,5,WARNING
524,0.003437736304476857,0,2,NORMAL
525,0.007881873287260532,0,3,NORMAL
526,0.00797024741768837,0,1,NORMAL
527,0.003974232356995344,0,2,NORMAL
528,0.0042955828830599785,0,4,WARNING
529,0.001878438051789999,0,3,NORMAL
530,0.003477204591035843,0,2,NORMAL
531,0.021064164116978645,0,6,WARNING
532,0.010075670666992664,0,4,WARNING
533,0.003808512119576335,0,3,NORMAL
534,0.004772358573973179,0,3,NORMAL
535,0.005932736676186323,0,2,NORMAL
536,0.0028300995472818613,0,5,WARNING
537,0.0030320798978209496,0,3,NORMAL
538,0.0036243947688490152,0,1,NORMAL
539,0.0048860362730920315,0,2,NORMAL
540,0.005585513077676296,0,5,WARNING
541,0.0018419218249619007,0,4,WARNING
542,0.002331716939806938,0,1,NORMAL
543,0.0034835964906960726,0,2,NORMAL
544,0.005544469226151705,0,5,WARNING
545,0.011835345067083836,0,3,NORMAL
546,0.015283179469406605,0,2,NORMAL
547,0.008315978571772575,0,2,NORMAL
548,0.005998470354825258,0,2,NORMAL
549,0.007342607248574495,0,2,NORMAL
550,0.008698595687747002,0,4,WARNING
551,0.010228736326098442,0,2,NORMAL
552,0.005966991186141968,0,2,NORMAL
553,0.008260363712906837,0,3,NORMAL
554,0.004144476260989904,0,2,NORMAL
555,0.005770704243332148,0,3,NORMAL
556,0.005452795419842005,0,5,WARNING
557,0.022477207705378532,0,4,WARNING
558,0.004487792495638132,0,2,NORMAL
559,0.03370044007897377,0,8,WARNING
560,0.010188760235905647,0,3,NORMAL
561,0.0027426485903561115,0,4,WARNING
562,0.00278745056129992,0,2,NORMAL
563,0.0021232913713902235,0,4,WARNING
564,0.0221114382147789,0,6,WARNING
565,0.0043512312695384026,0,3,NORMAL
566,0.007806313689798117,0,3,NORMAL
567,0.015235137194395065,0,13,HIGH RISK
568,0.003601992269977927,0,7,WARNING
569,0.003885766491293907,0,2,NORMAL
570,0.014929958619177341,0,6,WARNING
571,0.018166251480579376,0,5,WARNING
572,0.0017998138209804893,0,6,WARNING
573,0.003546102438122034,0,2,NORMAL
574,0.005921136122196913,0,4,WARNING
575,0.007502431981265545,0,3,NORMAL
576,0.013606940396130085,0,11,WARNING
577,0.03840557485818863,0,8,WARNING
578,0.0021888231858611107,0,9,WARNING
579,0.008163666352629662,0,6,WARNING
580,0.002744007855653763,0,3,NORMAL
581,0.0037771982606500387,0,4,WARNING
582,0.00558861019089818,0,3,NORMAL
583,0.0030524299945682287,0,2,NORMAL
584,0.004890781827270985,0,4,WARNING
585,0.009375147521495819,0,4,WARNING
586,0.021825766190886497,0,6,WARNING
587,0.003539634868502617,0,5,WARNING
588,0.01086274441331625,0,3,NORMAL
589,0.03018280863761902,0,3,NORMAL
590,0.026599982753396034,0,3,NORMAL
591,0.022841285914182663,0,7,WARNING
592,0.01392790861427784,0,9,WARNING
593,0.07050145417451859,0,11,WARNING
594,0.003970877733081579,0,7,WARNING
595,0.016204247251152992,0,5,WARNING
596,0.03823311999440193,0,3,NORMAL
597,0.026193387806415558,0,2,NORMAL
598,0.029058126732707024,0,4,WARNING
599,0.034738630056381226,0,2,NORMAL
600,0.012140363454818726,0,3,NORMAL
601,0.10176198184490204,0,13,HIGH RISK
602,0.19271314144134521,0,6,WARNING
603,0.09089162945747375,0,4,WARNING
604,0.43582743406295776,0,4,WARNING
605,0.7761293649673462,1,8,WARNING
606,0.8792777061462402,1,7,WARNING
607,0.9449593424797058,1,14,HIGH RISK
608,0.037617653608322144,0,4,WARNING
609,0.6160913109779358,0,6,WARNING
610,0.7286268472671509,1,10,WARNING
611,0.8954103589057922,1,6,WARNING
612,0.9310824871063232,1,8,WARNING
613,0.5588704347610474,0,5,WARNING
614,0.8744879364967346,1,7,WARNING
615,0.9828886985778809,1,13,HIGH RISK
616,0.0097432192414999,0,6,WARNING
617,0.722020149230957,1,10,WARNING
618,0.6423537135124207,0,5,WARNING
619,0.8490143418312073,1,8,WARNING
620,0.9837755560874939,1,12,HIGH RISK
621,0.00487498939037323,0,5,WARNING
622,0.7549782991409302,1,8,WARNING
623,0.6792826652526855,1,8,WARNING
624,0.7458221912384033,1,9,WARNING
625,0.9306342601776123,1,13,HIGH RISK
626,0.8802412152290344,1,11,WARNING
627,0.9798638820648193,1,14,HIGH RISK
628,0.0027131603565067053,0,5,WARNING
629,0.45844072103500366,0,8,WARNING
630,0.6799967885017395,1,9,WARNING
631,0.5948387980461121,0,9,WARNING
632,0.4682873785495758,0,8,WARNING
633,0.5665205717086792,0,10,WARNING
634,0.7880175709724426,1,9,WARNING
635,0.8150362372398376,1,7,WARNING
636,0.49232086539268494,0,10,WARNING
637,0.45475900173187256,0,8,WARNING
638,0.6182917952537537,0,5,WARNING
639,0.3980259299278259,0,4,WARNING
640,0.0003018754650838673,0,3,NORMAL
641,0.00021911360090598464,0,3,NORMAL
642,0.0002730775740928948,0,0,NORMAL
643,0.00016311406216118485,0,2,NORMAL
644,0.00015712372260168195,0,2,NORMAL
645,0.00030851861811243,0,1,NORMAL
646,0.0005912711494602263,0,1,NORMAL
647,0.0006349672912620008,0,1,NORMAL
648,0.0003164453664794564,0,2,NORMAL
649,0.0001584990823175758,0,4,WARNING
